%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V],"% Didn't take it at 1.5mm, took it at 1mm"
82824.05,300.256,-346.701,167.971,-0.005,0.51,5,
82828.081,300.257,-346.701,168.291,-0.021,0.532,5,
82828.081,300.256,-346.622,168.131,-0.037,0.521,5,
82820.018,300.256,-346.464,168.291,-0.021,0.521,5,
82824.05,300.256,-346.622,168.131,-0.021,0.521,5,
82824.05,300.256,-346.543,167.971,-0.005,0.521,5,
82820.018,300.256,-346.543,167.81,-0.005,0.51,5,
82815.987,300.254,-346.543,167.971,-0.053,0.532,5,
82815.987,300.256,-346.543,167.81,-0.005,0.532,5,
82828.081,300.256,-346.543,167.65,-0.005,0.521,5,
82820.018,300.254,-346.464,167.65,-0.005,0.532,5,
82811.955,300.254,-346.543,167.49,0.012,0.51,5,
82820.018,300.254,-346.543,167.17,-0.021,0.532,5,
82820.018,300.254,-346.464,167.49,-0.021,0.532,5,
82815.987,300.251,-346.385,167.33,-0.005,0.51,5,
82820.018,300.253,-346.385,167.17,-0.037,0.521,5,
82815.987,300.253,-346.464,167.01,-0.021,0.543,5,
82815.987,300.251,-346.385,166.85,-0.037,0.532,5,
82824.05,300.253,-346.464,166.85,-0.005,0.532,5,
82820.018,300.249,-346.543,166.85,-0.021,0.521,5,
82815.987,300.249,-346.385,166.53,-0.005,0.532,5,
82820.018,300.251,-346.385,166.85,-0.021,0.51,5,
82824.05,300.253,-346.543,166.85,-0.005,0.51,5,
82824.05,300.249,-346.464,166.85,-0.021,0.553,5,
82824.05,300.251,-346.464,166.53,-0.005,0.51,5,
82828.081,300.251,-346.543,166.69,-0.021,0.553,5,
82824.05,300.249,-346.543,166.53,-0.037,0.521,5,
82820.018,300.253,-346.464,166.69,-0.005,0.532,5,
82824.05,300.249,-346.464,167.01,-0.005,0.51,5,
82828.081,300.251,-346.543,166.85,-0.021,0.51,5,
82828.081,300.254,-346.464,166.53,0.012,0.521,5,
82820.018,300.248,-346.464,166.53,-0.021,0.521,5,
82824.05,300.253,-346.701,167.01,-0.021,0.521,5,
82828.081,300.251,-346.622,167.01,-0.005,0.5,5,
82828.081,300.251,-346.464,166.53,-0.021,0.543,5,
82828.081,300.253,-346.622,167.01,-0.005,0.521,5,
82832.112,300.251,-346.701,166.85,-0.021,0.521,5,
82828.081,300.254,-346.385,166.85,0.028,0.51,5,
82832.112,300.256,-346.464,166.85,-0.005,0.521,5,
82824.05,300.256,-346.622,167.01,-0.005,0.51,5,
82824.05,300.256,-346.464,166.85,-0.021,0.521,5,
82832.112,300.251,-346.385,167.01,-0.021,0.51,5,
82828.081,300.254,-346.464,166.53,-0.005,0.51,5,
82836.144,300.253,-346.464,166.85,-0.021,0.521,5,
82824.05,300.254,-346.385,167.01,0.012,0.51,5,
82828.081,300.254,-346.305,166.85,-0.021,0.51,5,
82828.081,300.256,-346.385,166.85,-0.021,0.543,5,
82828.081,300.259,-346.147,166.69,-0.037,0.51,5,
82828.081,300.251,-346.859,191.824,-0.005,0.972,5,
82815.987,300.251,-346.78,191.664,-0.053,0.983,5,
82824.05,300.249,-346.701,191.664,-0.021,0.983,5,
82820.018,300.251,-346.701,191.184,-0.037,0.972,5,
82824.05,300.249,-346.78,191.024,-0.021,0.993,5,
82820.018,300.253,-346.78,190.864,-0.005,0.993,5,
82824.05,300.253,-346.701,190.704,-0.005,0.993,5,
82815.987,300.251,-346.78,190.704,-0.005,0.972,5,
82815.987,300.249,-346.701,190.384,-0.021,0.983,5,
82811.955,300.249,-346.78,190.063,-0.005,0.961,5,
82815.987,300.251,-346.701,189.903,-0.021,0.983,5,
82815.987,300.251,-346.78,189.903,-0.037,0.972,5,
82824.05,300.254,-346.622,189.583,-0.005,0.983,5,
82820.018,300.253,-346.701,189.263,-0.021,0.972,5,
82820.018,300.251,-346.701,188.943,-0.07,0.983,5,
82815.987,300.251,-346.543,188.943,-0.005,0.983,5,
82820.018,300.254,-346.543,188.462,-0.037,0.983,5,
82815.987,300.253,-346.543,188.462,-0.021,0.961,5,
82824.05,300.251,-346.622,188.142,-0.021,0.983,5,
82820.018,300.254,-346.543,187.982,-0.037,0.972,5,
82824.05,300.254,-346.543,187.822,-0.005,0.951,5,
82811.955,300.254,-346.622,187.502,-0.021,0.993,5,
82815.987,300.256,-346.464,187.502,0.012,0.993,5,
82815.987,300.254,-346.464,187.502,-0.005,0.993,5,
82815.987,300.257,-346.464,187.342,-0.005,0.972,5,
82820.018,300.257,-346.464,187.182,-0.005,0.993,5,
82820.018,300.254,-346.385,187.022,-0.021,0.972,5,
82824.05,300.256,-346.464,186.862,0.012,0.993,5,
82820.018,300.256,-346.385,187.022,-0.021,0.983,5,
82820.018,300.256,-346.464,186.541,-0.037,0.983,5,
82815.987,300.256,-346.226,186.541,-0.005,0.972,5,
82824.05,300.253,-346.226,186.541,0.012,0.983,5,
82824.05,300.253,-346.385,186.701,-0.005,0.983,5,
82824.05,300.257,-346.226,186.541,-0.021,0.972,5,
82815.987,300.256,-346.305,186.221,-0.021,0.993,5,
82824.05,300.256,-346.226,186.541,-0.005,0.983,5,
82828.081,300.257,-346.226,186.701,-0.053,0.983,5,
82820.018,300.254,-346.464,186.381,-0.005,0.961,5,
82820.018,300.254,-346.226,186.381,-0.037,0.961,5,
82828.081,300.256,-346.226,186.221,-0.021,0.983,5,
82820.018,300.254,-346.226,186.061,-0.021,0.983,5,
82824.05,300.251,-346.305,186.381,0.012,0.983,5,
82815.987,300.254,-346.226,185.901,-0.021,0.983,5,
82820.018,300.253,-346.226,185.741,-0.005,0.951,5,
82811.955,300.254,-346.226,186.061,-0.021,0.972,5,
82820.018,300.253,-346.464,185.741,-0.005,0.983,5,
82815.987,300.254,-346.305,185.581,-0.037,0.993,5,
82820.018,300.253,-346.305,185.741,-0.005,0.972,5,
82820.018,300.253,-346.385,185.421,-0.021,0.972,5,
82820.018,300.253,-346.385,185.1,-0.021,0.993,5,
82820.018,300.253,-346.543,184.94,-0.021,0.972,5,
82820.018,300.253,-346.464,184.94,-0.005,0.983,5,
82820.018,300.251,-346.464,184.62,-0.021,0.961,5,
82820.018,300.251,-346.622,184.14,-0.037,0.983,5,
82811.955,300.254,-346.622,184.3,-0.021,0.961,5,
82820.018,300.251,-346.543,184.14,-0.021,0.983,5,
82815.987,300.254,-346.622,183.66,-0.037,0.983,5,
82815.987,300.251,-346.622,183.179,-0.021,0.983,5,
82815.987,300.253,-346.622,183.339,-0.005,0.993,5,
82815.987,300.251,-346.701,183.019,-0.021,0.972,5,
82815.987,300.254,-346.859,182.699,-0.005,1.004,5,
82824.05,300.253,-346.859,182.699,0.012,0.993,5,
82811.955,300.253,-346.78,182.539,-0.037,0.993,5,
82811.955,300.253,-346.859,182.379,-0.005,0.983,5,
82815.987,300.254,-347.017,181.899,-0.053,0.983,5,
82820.018,300.253,-346.938,181.899,-0.021,0.972,5,
82811.955,300.256,-346.859,181.739,-0.037,0.983,5,
82820.018,300.253,-347.017,181.739,0.012,0.983,5,
82811.955,300.251,-347.096,181.418,-0.021,0.983,5,
82815.987,300.253,-347.017,181.578,-0.021,0.961,5,
82811.955,300.254,-347.017,181.258,-0.021,0.961,5,
82820.018,300.254,-347.096,181.418,-0.021,0.961,5,
82820.018,300.254,-347.017,181.258,-0.037,0.983,5,
82811.955,300.253,-347.175,181.098,-0.005,0.983,5,
82815.987,300.249,-347.175,181.418,-0.021,0.983,5,
82811.955,300.251,-347.175,181.418,-0.005,0.983,5,
82815.987,300.249,-347.175,181.418,-0.037,0.983,5,
82815.987,300.251,-347.333,181.418,0.012,0.983,5,
82820.018,300.251,-347.096,181.418,-0.021,0.993,5,
82820.018,300.251,-347.254,181.739,-0.021,0.993,5,
82824.05,300.249,-347.175,182.059,-0.005,0.961,5,
82828.081,300.253,-347.254,182.059,-0.005,0.993,5,
82824.05,300.249,-347.254,182.059,-0.037,0.983,5,
82820.018,300.249,-347.333,182.219,-0.021,0.972,5,
82820.018,300.249,-347.254,182.219,-0.053,0.993,5,
82815.987,300.246,-347.175,182.699,0.012,0.983,5,
82820.018,300.251,-347.254,182.859,-0.005,0.983,5,
82824.05,300.251,-347.175,182.859,-0.021,0.972,5,
82824.05,300.246,-347.254,183.019,-0.037,0.972,5,
82828.081,300.248,-347.333,183.5,-0.005,0.961,5,
82828.081,300.248,-347.175,183.66,0.028,0.983,5,
82820.018,300.246,-347.175,183.66,-0.005,0.983,5,
82820.018,300.249,-347.254,183.82,-0.037,0.983,5,
82820.018,300.248,-347.096,184.14,-0.021,0.983,5,
82824.05,300.248,-347.175,184.14,-0.021,0.983,5,
82820.018,300.249,-347.175,184.3,0.012,0.972,5,
82820.018,300.253,-347.254,184.46,-0.021,0.993,5,
82824.05,300.251,-347.175,184.62,-0.005,0.983,5,
82820.018,300.249,-347.333,184.62,-0.021,0.972,5,
82820.018,300.251,-347.333,184.78,-0.053,0.983,5,
82828.081,300.249,-347.254,184.78,-0.005,0.972,5,
82820.018,300.248,-347.175,185.261,-0.037,0.983,5,
82815.987,300.251,-347.333,184.94,-0.037,0.983,5,
82820.018,300.251,-347.175,185.261,-0.037,0.983,5,
82820.018,300.253,-347.017,184.94,-0.005,0.993,5,
82828.081,300.251,-347.096,185.261,-0.021,0.983,5,
82820.018,300.249,-347.175,185.421,-0.005,0.972,5,
82824.05,300.251,-347.096,185.421,-0.021,0.983,5,
82811.955,300.254,-347.175,185.581,-0.021,0.983,5,
82815.987,300.249,-347.175,185.261,-0.021,0.983,5,
82811.955,300.253,-347.175,185.1,-0.021,0.993,5,
82815.987,300.251,-347.096,185.421,-0.021,0.961,5,
82811.955,300.253,-347.175,185.421,-0.021,0.961,5,
82815.987,300.253,-347.017,185.741,-0.021,0.983,5,
82820.018,300.251,-347.096,185.421,-0.005,0.983,5,
82820.018,300.251,-347.017,185.421,-0.021,0.972,5,
82811.955,300.251,-347.017,185.901,-0.005,0.972,5,
82815.987,300.249,-346.938,185.741,-0.021,0.993,5,
82815.987,300.254,-346.78,185.581,-0.021,0.983,5,
82811.955,300.254,-346.859,185.741,-0.021,0.983,5,
82815.987,300.251,-346.938,185.581,-0.021,0.961,5,
82820.018,300.253,-346.859,185.741,-0.037,0.983,5,
82815.987,300.251,-346.78,185.581,-0.021,0.983,5,
82815.987,300.251,-347.017,185.421,-0.021,0.972,5,
82824.05,300.246,-346.701,185.901,-0.005,0.993,5,
82820.018,300.249,-346.859,185.741,-0.037,0.972,5,
82820.018,300.249,-346.78,185.901,-0.037,0.983,5,
82824.05,300.251,-346.701,186.221,-0.021,1.004,5,
82811.955,300.254,-346.701,186.221,-0.021,0.972,5,
82815.987,300.251,-346.701,186.221,-0.021,0.972,5,
82820.018,300.251,-346.701,186.541,-0.037,0.983,5,
82815.987,300.249,-346.622,186.381,-0.005,0.993,5,
82820.018,300.249,-346.701,186.221,-0.021,0.972,5,
82815.987,300.251,-346.622,186.381,-0.005,0.972,5,
82811.955,300.251,-346.622,186.541,-0.021,0.983,5,
82815.987,300.249,-346.543,186.541,-0.021,0.972,5,
82820.018,300.251,-346.464,186.541,-0.005,0.983,5,
82815.987,300.254,-346.78,186.541,-0.037,0.983,5,
82815.987,300.253,-346.701,186.541,-0.005,0.961,5,
82815.987,300.253,-346.701,187.022,-0.037,0.983,5,
82820.018,300.249,-346.622,186.862,0.012,0.972,5,
82811.955,300.251,-346.701,187.022,-0.037,0.983,5,
82820.018,300.249,-346.543,187.022,0.012,0.972,5,
82811.955,300.249,-346.701,186.701,-0.021,0.983,5,
82824.05,300.249,-346.622,186.701,-0.005,0.972,5,
82824.05,300.253,-346.701,186.381,-0.053,0.983,5,
82811.955,300.253,-346.622,186.541,-0.021,0.983,5,
82815.987,300.256,-346.701,186.701,-0.021,0.951,5,
82815.987,300.251,-346.622,186.701,-0.021,0.972,5,
82820.018,300.256,-346.859,186.381,-0.021,0.972,5,
82820.018,300.251,-346.859,186.381,-0.005,0.983,5,
82824.05,300.251,-346.78,186.221,-0.053,0.983,5,
82815.987,300.254,-346.78,186.221,0.012,0.983,5,
82824.05,300.254,-347.096,186.381,-0.021,0.983,5,
82824.05,300.256,-346.859,185.901,0.028,0.972,5,
82815.987,300.254,-346.859,185.741,-0.021,0.983,5,
82824.05,300.254,-347.017,186.061,-0.021,0.983,5,
82815.987,300.251,-347.096,185.901,-0.005,0.972,5,
82815.987,300.253,-347.017,185.421,-0.021,0.972,5,
82820.018,300.256,-347.017,185.421,-0.005,0.972,5,
82820.018,300.256,-346.859,185.421,0.012,0.983,5,
82828.081,300.253,-347.096,185.261,-0.021,0.961,5,
82820.018,300.253,-347.175,184.94,-0.021,0.972,5,
82824.05,300.253,-347.096,184.62,0.012,0.993,5,
82824.05,300.253,-347.017,184.94,-0.037,0.961,5,
82828.081,300.254,-347.096,184.46,-0.037,0.983,5,
82820.018,300.251,-347.017,184.46,-0.053,0.961,5,
82832.112,300.253,-347.096,184.62,-0.005,0.972,5,
82824.05,300.251,-347.017,184.62,-0.021,0.961,5,
82820.018,300.251,-347.017,184.62,-0.053,0.972,5,
82824.05,300.253,-347.175,184.46,-0.021,0.972,5,
82828.081,300.249,-347.017,183.98,-0.021,0.972,5,
82832.112,300.251,-347.017,183.98,-0.021,0.972,5,
82824.05,300.254,-347.017,184.14,-0.005,0.983,5,
82815.987,300.249,-347.096,183.98,-0.021,0.993,5,
82815.987,300.249,-347.096,183.82,-0.021,0.972,5,
82824.05,300.249,-347.096,183.98,-0.053,1.004,5,
82824.05,300.248,-347.096,183.66,-0.021,0.983,5,
82824.05,300.249,-347.017,183.82,-0.021,0.993,5,
82828.081,300.251,-347.017,183.66,-0.037,0.972,5,
82824.05,300.251,-346.859,183.82,-0.005,0.972,5,
82824.05,300.251,-347.096,183.66,-0.037,0.983,5,
82820.018,300.251,-346.938,183.82,-0.021,0.972,5,
82815.987,300.251,-346.78,183.82,-0.021,0.972,5,
82820.018,300.251,-347.017,183.66,-0.021,0.983,5,
82828.081,300.251,-346.938,183.82,-0.07,0.972,5,
82820.018,300.249,-346.859,183.5,-0.021,0.993,5,
82824.05,300.251,-346.78,183.66,0.012,0.983,5,
82820.018,300.251,-346.859,183.82,-0.005,0.972,5,
82820.018,300.251,-346.701,183.82,-0.005,0.972,5,
82828.081,300.251,-346.78,183.66,-0.021,0.983,5,
82824.05,300.253,-346.622,183.66,-0.037,0.983,5,
82815.987,300.251,-346.78,183.66,-0.021,0.961,5,
82815.987,300.253,-346.701,183.66,-0.005,0.972,5,
82824.05,300.253,-346.622,183.66,-0.021,0.983,5,
82815.987,300.254,-346.543,183.66,-0.021,0.972,5,
82824.05,300.253,-346.622,183.82,-0.037,0.972,5,
82815.987,300.254,-346.543,183.66,-0.021,0.972,5,
82820.018,300.253,-346.385,183.66,-0.021,0.983,5,
82815.987,300.254,-346.464,183.5,-0.053,0.983,5,
82820.018,300.254,-346.385,183.82,-0.005,0.972,5,
82815.987,300.256,-346.385,183.339,-0.005,0.972,5,
82815.987,300.251,-346.464,183.5,-0.021,0.972,5,
82815.987,300.254,-346.543,183.339,-0.005,0.983,5,
82824.05,300.251,-346.226,183.5,-0.021,0.983,5,
82820.018,300.253,-346.226,183.5,-0.005,0.993,5,
82820.018,300.249,-346.385,183.5,-0.021,0.972,5,
82824.05,300.251,-346.226,183.339,-0.021,0.983,5,
82824.05,300.251,-346.305,183.179,-0.005,0.983,5,
82820.018,300.251,-346.226,183.5,-0.005,0.983,5,
82824.05,300.249,-346.147,183.339,-0.005,0.972,5,
82824.05,300.249,-346.226,183.5,-0.005,0.983,5,
82828.081,300.248,-346.147,183.5,0.028,0.983,5,
82820.018,300.248,-346.147,183.179,-0.021,0.972,5,
82824.05,300.246,-346.147,183.179,-0.005,0.972,5,
82811.955,300.246,-346.147,183.339,-0.037,0.951,5,
82815.987,300.249,-346.068,183.5,0.028,0.961,5,
82820.018,300.246,-346.068,183.5,-0.021,0.983,5,
82820.018,300.246,-346.068,183.339,-0.021,0.983,5,
82815.987,300.245,-346.147,183.82,-0.021,0.983,5,
82820.018,300.246,-346.068,183.66,0.012,0.961,5,
82815.987,300.241,-346.147,184.14,-0.037,0.983,5,
82815.987,300.243,-346.226,183.82,0.012,0.983,5,
82811.955,300.241,-345.989,184.14,-0.021,0.972,5,
82811.955,300.241,-345.989,183.82,-0.005,0.993,5,
82815.987,300.245,-345.91,183.98,-0.021,0.993,5,
82820.018,300.243,-345.91,183.98,-0.021,0.972,5,
82820.018,300.245,-345.989,183.98,-0.021,0.972,5,
82815.987,300.245,-346.068,184.14,-0.021,0.993,5,
82811.955,300.243,-346.147,183.98,-0.021,0.972,5,
82828.081,300.243,-345.989,184.46,-0.005,0.983,5,
82820.018,300.245,-346.147,184.62,0.012,0.972,5,
82815.987,300.243,-345.989,184.78,-0.021,0.993,5,
82820.018,300.246,-346.147,184.94,-0.037,0.983,5,
82820.018,300.245,-346.305,184.94,-0.021,0.972,5,
82815.987,300.248,-346.226,184.94,-0.037,0.961,5,
82820.018,300.245,-346.226,184.94,-0.021,0.983,5,
82815.987,300.246,-346.147,184.94,-0.037,0.983,5,
82815.987,300.245,-346.385,185.421,-0.021,0.961,5,
82811.955,300.246,-346.305,184.94,-0.005,0.972,5,
82815.987,300.248,-346.226,185.261,-0.021,0.961,5,
82815.987,300.246,-346.543,185.581,-0.005,0.972,5,
82815.987,300.246,-346.385,185.581,-0.037,0.983,5,
82815.987,300.246,-346.543,185.261,-0.021,0.961,5,
82820.018,300.249,-346.543,185.581,-0.021,0.983,5,
82815.987,300.251,-346.464,185.261,-0.005,0.993,5,
82820.018,300.249,-346.543,185.581,-0.021,0.983,5,
82820.018,300.249,-346.385,185.261,-0.021,0.972,5,
82824.05,300.251,-346.622,185.421,-0.021,0.993,5,
82815.987,300.251,-346.622,185.581,-0.037,0.961,5,
82820.018,300.251,-346.701,185.261,-0.021,0.961,5,
82820.018,300.251,-346.701,185.581,-0.005,0.972,5,
82820.018,300.251,-346.78,185.261,-0.021,0.993,5,
82815.987,300.253,-346.622,185.261,-0.021,0.972,5,
82824.05,300.253,-346.622,185.421,0.012,0.972,5,
82824.05,300.254,-346.701,185.261,-0.005,0.972,5,
82824.05,300.251,-346.78,185.261,0.012,0.972,5,
82828.081,300.249,-346.622,185.1,-0.021,0.983,5,
82828.081,300.253,-346.622,184.94,0.028,0.972,5,
82820.018,300.254,-346.701,184.94,-0.021,0.983,5,
82828.081,300.253,-346.622,184.94,0.012,0.972,5,
82815.987,300.251,-346.622,185.1,-0.021,0.983,5,
82824.05,300.251,-346.464,184.78,-0.021,0.972,5,
82824.05,300.253,-346.464,184.46,-0.005,0.972,5,
82824.05,300.253,-346.464,184.3,-0.005,0.983,5,
82828.081,300.254,-346.464,184.3,-0.005,0.983,5,
82824.05,300.249,-346.543,184.3,-0.021,0.983,5,
82820.018,300.253,-346.385,183.98,-0.005,0.993,5,
82824.05,300.256,-346.147,184.14,-0.021,0.972,5,
82815.987,300.248,-346.305,183.82,-0.021,0.951,5,
82824.05,300.251,-346.226,183.82,-0.037,0.983,5,
82828.081,300.251,-346.147,183.339,-0.005,0.972,5,
82820.018,300.249,-346.305,183.179,-0.021,0.993,5,
82824.05,300.251,-345.989,183.179,-0.021,0.972,5,
82824.05,300.249,-346.068,183.019,-0.037,0.993,5,
82828.081,300.251,-345.91,182.859,-0.037,0.983,5,
82815.987,300.251,-345.91,182.539,-0.021,0.983,5,
82820.018,300.248,-345.91,182.859,-0.021,0.983,5,
82828.081,300.251,-345.91,182.539,-0.037,0.983,5,
82820.018,300.251,-345.989,182.059,0.028,0.983,5,
82820.018,300.253,-345.831,182.219,-0.021,0.972,5,
82820.018,300.249,-345.91,182.379,-0.021,0.983,5,
82824.05,300.249,-345.831,182.219,0.012,0.961,5,
82815.987,300.251,-345.752,181.899,-0.037,0.972,5,
82815.987,300.251,-345.831,181.578,-0.005,0.983,5,
82820.018,300.249,-345.91,181.739,-0.005,0.993,5,
82820.018,300.251,-345.91,181.739,-0.021,0.972,5,
82820.018,300.251,-345.831,181.899,-0.021,0.993,5,
82815.987,300.253,-345.831,181.739,-0.021,0.972,5,
82815.987,300.249,-345.831,181.578,-0.005,0.983,5,
82815.987,300.251,-345.831,181.578,0.012,0.961,5,
82820.018,300.254,-345.831,181.418,-0.021,0.972,5,
82820.018,300.253,-345.989,181.899,-0.037,0.983,5,
82815.987,300.253,-346.068,181.899,-0.021,0.972,5,
82820.018,300.251,-346.068,181.899,0.012,0.983,5,
82820.018,300.256,-345.91,181.899,-0.037,0.993,5,
82811.955,300.254,-346.068,181.899,-0.037,0.961,5,
82811.955,300.253,-346.305,182.059,-0.021,0.961,5,
82815.987,300.251,-346.068,182.379,0.012,0.961,5,
82820.018,300.254,-346.305,182.379,-0.005,0.983,5,
82815.987,300.256,-346.305,182.379,-0.005,0.972,5,
82820.018,300.254,-346.464,182.219,-0.021,0.972,5,
82824.05,300.253,-346.385,182.539,-0.021,0.972,5,
82824.05,300.256,-346.543,182.699,-0.037,0.983,5,
82828.081,300.253,-346.622,182.699,-0.037,0.972,5,
82820.018,300.253,-346.543,182.699,-0.021,0.961,5,
82820.018,300.253,-346.543,183.019,-0.021,0.961,5,
82824.05,300.254,-346.701,183.019,-0.005,0.961,5,
82820.018,300.253,-346.701,183.179,-0.021,0.993,5,
82828.081,300.251,-346.701,183.179,-0.021,0.983,5,
82828.081,300.253,-346.859,183.019,-0.005,0.961,5,
82820.018,300.256,-346.859,183.5,-0.021,0.972,5,
82824.05,300.253,-346.859,183.66,0.012,0.972,5,
82824.05,300.253,-346.78,183.66,-0.037,0.983,5,
82820.018,300.254,-346.938,183.5,-0.021,0.993,5,
82820.018,300.253,-346.938,183.5,0.012,0.983,5,
82820.018,300.253,-346.938,183.66,0.012,0.972,5,
82820.018,300.253,-347.096,183.66,-0.053,0.961,5,
82811.955,300.251,-347.017,183.82,-0.021,0.972,5,
82824.05,300.253,-347.017,183.98,-0.021,0.993,5,
82828.081,300.251,-346.938,183.98,-0.005,0.961,5,
82828.081,300.251,-346.938,183.98,-0.021,0.983,5,
82820.018,300.249,-346.938,184.14,-0.053,0.983,5,
82828.081,300.251,-346.78,184.3,-0.021,0.972,5,
82824.05,300.251,-346.938,184.3,-0.005,0.983,5,
82820.018,300.249,-346.859,184.14,-0.037,0.951,5,
82828.081,300.251,-346.859,184.78,-0.021,0.972,5,
82820.018,300.251,-346.938,184.94,-0.037,0.972,5,
82820.018,300.249,-346.78,184.62,-0.005,0.972,5,
82824.05,300.251,-346.78,184.94,-0.005,0.961,5,
82820.018,300.251,-346.78,184.94,-0.005,0.993,5,
82824.05,300.251,-346.701,185.261,0.012,0.972,5,
82824.05,300.251,-346.543,185.421,-0.021,0.961,5,
82824.05,300.253,-346.78,185.261,-0.037,0.961,5,
82820.018,300.251,-346.543,185.741,-0.021,0.972,5,
82820.018,300.249,-346.464,185.901,-0.037,0.983,5,
82824.05,300.253,-346.543,185.901,-0.021,0.993,5,
82815.987,300.248,-346.622,186.381,-0.021,0.993,5,
82815.987,300.251,-346.543,186.221,-0.021,0.983,5,
82820.018,300.253,-346.464,186.701,-0.005,0.983,5,
82811.955,300.251,-346.464,186.701,-0.005,0.983,5,
82815.987,300.251,-346.543,187.182,0.012,0.983,5,
82824.05,300.253,-346.543,187.022,-0.021,0.993,5,
82820.018,300.253,-346.464,187.662,-0.021,0.983,5,
82807.924,300.249,-346.464,187.822,0.012,0.972,5,
82811.955,300.251,-346.464,187.502,-0.037,0.961,5,
82815.987,300.251,-346.464,188.142,-0.037,1.004,5,
82820.018,300.253,-346.305,188.142,-0.005,0.972,5,
82815.987,300.251,-346.464,188.462,-0.005,0.983,5,
82815.987,300.249,-346.305,188.623,-0.005,0.993,5,
82811.955,300.253,-346.385,188.462,-0.005,0.961,5,
82811.955,300.253,-346.464,188.783,-0.021,0.961,5,
82815.987,300.253,-346.543,188.623,-0.005,0.983,5,
82811.955,300.251,-346.385,188.783,-0.005,0.983,5,
82807.924,300.254,-346.385,188.783,-0.053,0.983,5,
82807.924,300.253,-346.464,188.943,-0.005,0.983,5,
82807.924,300.253,-346.385,188.943,-0.037,0.983,5,
82811.955,300.254,-346.464,189.103,-0.005,0.972,5,
82815.987,300.254,-346.385,188.783,0.012,0.983,5,
82815.987,300.253,-346.305,189.103,-0.021,0.993,5,
82815.987,300.253,-346.464,188.943,-0.037,0.983,5,
82820.018,300.253,-346.464,188.783,-0.037,0.983,5,
82815.987,300.254,-346.305,188.783,-0.021,0.972,5,
82815.987,300.254,-346.543,188.783,-0.037,0.972,5,
82811.955,300.253,-346.385,188.462,-0.005,0.972,5,
82807.924,300.253,-346.385,188.462,-0.005,0.983,5,
82815.987,300.251,-346.226,188.302,-0.021,0.983,5,
82820.018,300.251,-346.305,187.982,-0.005,0.993,5,
82820.018,300.254,-346.226,187.822,-0.005,0.983,5,
82824.05,300.253,-346.226,187.502,-0.021,0.983,5,
82815.987,300.254,-346.147,187.342,0.028,0.961,5,
82820.018,300.256,-346.226,187.022,-0.005,0.983,5,
82820.018,300.254,-346.147,186.381,0.012,0.983,5,
82820.018,300.254,-346.147,186.221,-0.021,0.983,5,
82820.018,300.254,-346.068,185.741,-0.021,0.983,5,
82815.987,300.253,-346.147,185.581,0.028,0.961,5,
82824.05,300.253,-346.068,185.421,0.028,0.983,5,
82824.05,300.253,-345.989,185.1,-0.005,0.993,5,
82820.018,300.254,-346.068,184.94,-0.053,0.993,5,
82815.987,300.254,-345.989,184.46,-0.021,1.004,5,
82824.05,300.249,-345.989,183.98,-0.021,0.972,5,
